,Open,High,Low,Close
2025-07-23 03:00:00+00:00,1.2658494295595437,1.2658494295595437,1.2658494295595437,1.2658494295595437
2025-07-23 04:00:00+00:00,1.2458949509188122,1.2458949509188122,1.2458949509188122,1.2458949509188122
2025-07-23 05:00:00+00:00,1.2665485684429103,1.2665485684429103,1.2665485684429103,1.2665485684429103
2025-07-23 06:00:00+00:00,1.278477012693741,1.278477012693741,1.278477012693741,1.278477012693741
2025-07-23 07:00:00+00:00,1.284234167841752,1.284234167841752,1.284234167841752,1.284234167841752
2025-07-23 08:00:00+00:00,1.2709876752504048,1.2709876752504048,1.2709876752504048,1.2709876752504048
2025-07-23 09:00:00+00:00,1.2938414285098288,1.2938414285098288,1.2938414285098288,1.2938414285098288
2025-07-23 10:00:00+00:00,1.259594548568853,1.259594548568853,1.259594548568853,1.259594548568853
2025-07-23 11:00:00+00:00,1.2441261784439939,1.2441261784439939,1.2441261784439939,1.2441261784439939
2025-07-23 12:00:00+00:00,1.2386042381642643,1.2386042381642643,1.2386042381642643,1.2386042381642643
2025-07-23 13:00:00+00:00,1.2190702695608182,1.2190702695608182,1.2190702695608182,1.2190702695608182
2025-07-23 14:00:00+00:00,1.1772350937435576,1.1772350937435576,1.1772350937435576,1.1772350937435576
2025-07-23 15:00:00+00:00,1.1909155051620037,1.1909155051620037,1.1909155051620037,1.1909155051620037
2025-07-23 16:00:00+00:00,1.2100415494408898,1.2100415494408898,1.2100415494408898,1.2100415494408898
2025-07-23 17:00:00+00:00,1.1766668643958251,1.1766668643958251,1.1766668643958251,1.1766668643958251
2025-07-23 18:00:00+00:00,1.173266302677887,1.173266302677887,1.173266302677887,1.173266302677887
2025-07-23 19:00:00+00:00,1.1740058499025163,1.1740058499025163,1.1740058499025163,1.1740058499025163
2025-07-23 20:00:00+00:00,1.1621696225912836,1.1621696225912836,1.1621696225912836,1.1621696225912836
2025-07-23 21:00:00+00:00,1.1352645489630582,1.1352645489630582,1.1352645489630582,1.1352645489630582
2025-07-23 22:00:00+00:00,1.1202078621032807,1.1202078621032807,1.1202078621032807,1.1202078621032807
2025-07-23 23:00:00+00:00,1.1434345225131883,1.1434345225131883,1.1434345225131883,1.1434345225131883
2025-07-24 00:00:00+00:00,1.158403710034709,1.158403710034709,1.158403710034709,1.158403710034709
2025-07-24 01:00:00+00:00,1.1603783412622009,1.1603783412622009,1.1603783412622009,1.1603783412622009
2025-07-24 02:00:00+00:00,1.1629201795865438,1.1629201795865438,1.1629201795865438,1.1629201795865438
2025-07-24 03:00:00+00:00,1.1673520060575446,1.1673520060575446,1.1673520060575446,1.1673520060575446
2025-07-24 04:00:00+00:00,1.1645077405409439,1.1645077405409439,1.1645077405409439,1.1645077405409439
2025-07-24 05:00:00+00:00,1.134312020081273,1.134312020081273,1.134312020081273,1.134312020081273
2025-07-24 06:00:00+00:00,1.086224195816182,1.086224195816182,1.086224195816182,1.086224195816182
2025-07-24 07:00:00+00:00,1.0405372220943216,1.0405372220943216,1.0405372220943216,1.0405372220943216
2025-07-24 08:00:00+00:00,1.0714156653535838,1.0714156653535838,1.0714156653535838,1.0714156653535838
2025-07-24 09:00:00+00:00,1.085047992305939,1.085047992305939,1.085047992305939,1.085047992305939
2025-07-24 10:00:00+00:00,1.0776642376044345,1.0776642376044345,1.0776642376044345,1.0776642376044345
2025-07-24 11:00:00+00:00,1.077582077723191,1.077582077723191,1.077582077723191,1.077582077723191
2025-07-24 12:00:00+00:00,1.094322835449869,1.094322835449869,1.094322835449869,1.094322835449869
2025-07-24 13:00:00+00:00,1.0583201915717815,1.0583201915717815,1.0583201915717815,1.0583201915717815
2025-07-24 14:00:00+00:00,1.0550473358203936,1.0550473358203936,1.0550473358203936,1.0550473358203936
2025-07-24 15:00:00+00:00,1.0925210142014505,1.0925210142014505,1.0925210142014505,1.0925210142014505
2025-07-24 16:00:00+00:00,1.0928638547743452,1.0928638547743452,1.0928638547743452,1.0928638547743452
2025-07-24 17:00:00+00:00,1.0612033365462066,1.0612033365462066,1.0612033365462066,1.0612033365462066
2025-07-24 18:00:00+00:00,1.0867606375106746,1.0867606375106746,1.0867606375106746,1.0867606375106746
2025-07-24 19:00:00+00:00,1.084876643609983,1.084876643609983,1.084876643609983,1.084876643609983
2025-07-24 20:00:00+00:00,1.0740235668568252,1.0740235668568252,1.0740235668568252,1.0740235668568252
2025-07-24 21:00:00+00:00,1.0809443196979804,1.0809443196979804,1.0809443196979804,1.0809443196979804
2025-07-24 22:00:00+00:00,1.062131574552603,1.062131574552603,1.062131574552603,1.062131574552603
2025-07-24 23:00:00+00:00,1.0608301174325012,1.0608301174325012,1.0608301174325012,1.0608301174325012
2025-07-25 00:00:00+00:00,1.0289163358243034,1.0289163358243034,1.0289163358243034,1.0289163358243034
2025-07-25 01:00:00+00:00,1.0248657624408246,1.0248657624408246,1.0248657624408246,1.0248657624408246
2025-07-25 02:00:00+00:00,1.0259749211817297,1.0259749211817297,1.0259749211817297,1.0259749211817297
2025-07-25 03:00:00+00:00,1.010597959125557,1.010597959125557,1.010597959125557,1.010597959125557
2025-07-25 04:00:00+00:00,1.0158537502257385,1.0158537502257385,1.0158537502257385,1.0158537502257385
2025-07-25 05:00:00+00:00,1.0245624698623146,1.0245624698623146,1.0245624698623146,1.0245624698623146
2025-07-25 06:00:00+00:00,1.0102561688799523,1.0102561688799523,1.0102561688799523,1.0102561688799523
2025-07-25 07:00:00+00:00,1.026517846234184,1.026517846234184,1.026517846234184,1.026517846234184
2025-07-25 08:00:00+00:00,1.0346379590896766,1.0346379590896766,1.0346379590896766,1.0346379590896766
2025-07-25 09:00:00+00:00,1.0431685900447727,1.0431685900447727,1.0431685900447727,1.0431685900447727
2025-07-25 10:00:00+00:00,1.0518777264051289,1.0518777264051289,1.0518777264051289,1.0518777264051289
2025-07-25 11:00:00+00:00,1.06699862624219,1.06699862624219,1.06699862624219,1.06699862624219
2025-07-25 12:00:00+00:00,1.05637544252994,1.05637544252994,1.05637544252994,1.05637544252994
2025-07-25 13:00:00+00:00,1.057486547376818,1.057486547376818,1.057486547376818,1.057486547376818
2025-07-25 14:00:00+00:00,1.0528287544769013,1.0528287544769013,1.0528287544769013,1.0528287544769013
2025-07-25 15:00:00+00:00,1.0163209194102887,1.0163209194102887,1.0163209194102887,1.0163209194102887
2025-07-25 16:00:00+00:00,1.0165191246176164,1.0165191246176164,1.0165191246176164,1.0165191246176164
2025-07-25 17:00:00+00:00,1.0310490747038914,1.0310490747038914,1.0310490747038914,1.0310490747038914
2025-07-25 18:00:00+00:00,1.0274256856583182,1.0274256856583182,1.0274256856583182,1.0274256856583182
2025-07-25 19:00:00+00:00,1.0272649920962778,1.0272649920962778,1.0272649920962778,1.0272649920962778
2025-07-25 20:00:00+00:00,1.033104425952433,1.033104425952433,1.033104425952433,1.033104425952433
2025-07-25 21:00:00+00:00,1.0550870155138972,1.0550870155138972,1.0550870155138972,1.0550870155138972
2025-07-25 22:00:00+00:00,1.0703312135377203,1.0703312135377203,1.0703312135377203,1.0703312135377203
2025-07-25 23:00:00+00:00,1.0721838916522124,1.0721838916522124,1.0721838916522124,1.0721838916522124
2025-07-26 00:00:00+00:00,1.072534418768549,1.072534418768549,1.072534418768549,1.072534418768549
2025-07-26 01:00:00+00:00,1.0715810547490112,1.0715810547490112,1.0715810547490112,1.0715810547490112
2025-07-26 02:00:00+00:00,1.0613275312303505,1.0613275312303505,1.0613275312303505,1.0613275312303505
2025-07-26 03:00:00+00:00,1.074498158368941,1.074498158368941,1.074498158368941,1.074498158368941
2025-07-26 04:00:00+00:00,1.0721269530290962,1.0721269530290962,1.0721269530290962,1.0721269530290962
2025-07-26 05:00:00+00:00,1.0701827067887124,1.0701827067887124,1.0701827067887124,1.0701827067887124
2025-07-26 06:00:00+00:00,1.0715995042218356,1.0715995042218356,1.0715995042218356,1.0715995042218356
2025-07-26 07:00:00+00:00,1.0643970141585686,1.0643970141585686,1.0643970141585686,1.0643970141585686
2025-07-26 08:00:00+00:00,1.0687635667873654,1.0687635667873654,1.0687635667873654,1.0687635667873654
2025-07-26 09:00:00+00:00,1.0816153155320183,1.0816153155320183,1.0816153155320183,1.0816153155320183
2025-07-26 10:00:00+00:00,1.0801067850018267,1.0801067850018267,1.0801067850018267,1.0801067850018267
2025-07-26 11:00:00+00:00,1.082656436895696,1.082656436895696,1.082656436895696,1.082656436895696
2025-07-26 12:00:00+00:00,1.07528072422298,1.07528072422298,1.07528072422298,1.07528072422298
2025-07-26 13:00:00+00:00,1.0761932592732784,1.0761932592732784,1.0761932592732784,1.0761932592732784
2025-07-26 14:00:00+00:00,1.0824347839072717,1.0824347839072717,1.0824347839072717,1.0824347839072717
2025-07-26 15:00:00+00:00,1.076381949909249,1.076381949909249,1.076381949909249,1.076381949909249
2025-07-26 16:00:00+00:00,1.0804942669288775,1.0804942669288775,1.0804942669288775,1.0804942669288775
2025-07-26 17:00:00+00:00,1.072863910854231,1.072863910854231,1.072863910854231,1.072863910854231
2025-07-26 18:00:00+00:00,1.0656914204957284,1.0656914204957284,1.0656914204957284,1.0656914204957284
2025-07-26 19:00:00+00:00,1.0807308849852268,1.0807308849852268,1.0807308849852268,1.0807308849852268
2025-07-26 20:00:00+00:00,1.083178913025528,1.083178913025528,1.083178913025528,1.083178913025528
2025-07-26 21:00:00+00:00,1.0778483422293037,1.0778483422293037,1.0778483422293037,1.0778483422293037
2025-07-26 22:00:00+00:00,1.0800082959203205,1.0800082959203205,1.0800082959203205,1.0800082959203205
2025-07-26 23:00:00+00:00,1.0690432556733427,1.0690432556733427,1.0690432556733427,1.0690432556733427
2025-07-27 00:00:00+00:00,1.0610867921062783,1.0610867921062783,1.0610867921062783,1.0610867921062783
2025-07-27 01:00:00+00:00,1.0634541577066883,1.0634541577066883,1.0634541577066883,1.0634541577066883
2025-07-27 02:00:00+00:00,1.0658815179083432,1.0658815179083432,1.0658815179083432,1.0658815179083432
2025-07-27 03:00:00+00:00,1.0790593777887953,1.0790593777887953,1.0790593777887953,1.0790593777887953
2025-07-27 04:00:00+00:00,1.0756199344152515,1.0756199344152515,1.0756199344152515,1.0756199344152515
2025-07-27 05:00:00+00:00,1.0862059672194608,1.0862059672194608,1.0862059672194608,1.0862059672194608
2025-07-27 06:00:00+00:00,1.090938754161066,1.090938754161066,1.090938754161066,1.090938754161066
2025-07-27 07:00:00+00:00,1.0824306295366009,1.0824306295366009,1.0824306295366009,1.0824306295366009
2025-07-27 08:00:00+00:00,1.0805533208194045,1.0805533208194045,1.0805533208194045,1.0805533208194045
2025-07-27 09:00:00+00:00,1.0728912752387723,1.0728912752387723,1.0728912752387723,1.0728912752387723
2025-07-27 10:00:00+00:00,1.0685214154918963,1.0685214154918963,1.0685214154918963,1.0685214154918963
2025-07-27 11:00:00+00:00,1.094540162619838,1.094540162619838,1.094540162619838,1.094540162619838
2025-07-27 12:00:00+00:00,1.086151186896393,1.086151186896393,1.086151186896393,1.086151186896393
2025-07-27 13:00:00+00:00,1.0886737210369108,1.0886737210369108,1.0886737210369108,1.0886737210369108
2025-07-27 14:00:00+00:00,1.078479378258316,1.078479378258316,1.078479378258316,1.078479378258316
2025-07-27 15:00:00+00:00,1.0796249881412694,1.0796249881412694,1.0796249881412694,1.0796249881412694
2025-07-27 16:00:00+00:00,1.089971369641212,1.089971369641212,1.089971369641212,1.089971369641212
2025-07-27 17:00:00+00:00,1.0961956494604133,1.0961956494604133,1.0961956494604133,1.0961956494604133
2025-07-27 18:00:00+00:00,1.114863938050776,1.114863938050776,1.114863938050776,1.114863938050776
2025-07-27 19:00:00+00:00,1.114576286850729,1.114576286850729,1.114576286850729,1.114576286850729
2025-07-27 20:00:00+00:00,1.1089263408568664,1.1089263408568664,1.1089263408568664,1.1089263408568664
2025-07-27 21:00:00+00:00,1.1141262136867316,1.1141262136867316,1.1141262136867316,1.1141262136867316
2025-07-27 22:00:00+00:00,1.115157207380418,1.115157207380418,1.115157207380418,1.115157207380418
2025-07-27 23:00:00+00:00,1.1341841349492967,1.1341841349492967,1.1341841349492967,1.1341841349492967
2025-07-28 00:00:00+00:00,1.1237642944445239,1.1237642944445239,1.1237642944445239,1.1237642944445239
2025-07-28 01:00:00+00:00,1.12332879639559,1.12332879639559,1.12332879639559,1.12332879639559
2025-07-28 02:00:00+00:00,1.1078296938412313,1.1078296938412313,1.1078296938412313,1.1078296938412313
2025-07-28 03:00:00+00:00,1.1358972525038844,1.1358972525038844,1.1358972525038844,1.1358972525038844
2025-07-28 04:00:00+00:00,1.1477740508865386,1.1477740508865386,1.1477740508865386,1.1477740508865386
2025-07-28 05:00:00+00:00,1.1458191882169189,1.1458191882169189,1.1458191882169189,1.1458191882169189
2025-07-28 06:00:00+00:00,1.1674600386890481,1.1674600386890481,1.1674600386890481,1.1674600386890481
2025-07-28 07:00:00+00:00,1.153623451242556,1.153623451242556,1.153623451242556,1.153623451242556
2025-07-28 08:00:00+00:00,1.1412302867540993,1.1412302867540993,1.1412302867540993,1.1412302867540993
2025-07-28 09:00:00+00:00,1.1373919128466652,1.1373919128466652,1.1373919128466652,1.1373919128466652
2025-07-28 10:00:00+00:00,1.145379188546179,1.145379188546179,1.145379188546179,1.145379188546179
2025-07-28 11:00:00+00:00,1.1374656378827277,1.1374656378827277,1.1374656378827277,1.1374656378827277
2025-07-28 12:00:00+00:00,1.1331286857280396,1.1331286857280396,1.1331286857280396,1.1331286857280396
2025-07-28 13:00:00+00:00,1.1371453915986167,1.1371453915986167,1.1371453915986167,1.1371453915986167
2025-07-28 14:00:00+00:00,1.1126894160600744,1.1126894160600744,1.1126894160600744,1.1126894160600744
2025-07-28 15:00:00+00:00,1.0886105661486256,1.0886105661486256,1.0886105661486256,1.0886105661486256
2025-07-28 16:00:00+00:00,1.0782232011036719,1.0782232011036719,1.0782232011036719,1.0782232011036719
2025-07-28 17:00:00+00:00,1.0767479427910025,1.0767479427910025,1.0767479427910025,1.0767479427910025
2025-07-28 18:00:00+00:00,1.0729746861696343,1.0729746861696343,1.0729746861696343,1.0729746861696343
2025-07-28 19:00:00+00:00,1.0673521604236191,1.0673521604236191,1.0673521604236191,1.0673521604236191
2025-07-28 20:00:00+00:00,1.060625396369957,1.060625396369957,1.060625396369957,1.060625396369957
2025-07-28 21:00:00+00:00,1.0507540262863404,1.0507540262863404,1.0507540262863404,1.0507540262863404
2025-07-28 22:00:00+00:00,1.0439795935917873,1.0439795935917873,1.0439795935917873,1.0439795935917873
2025-07-28 23:00:00+00:00,1.0303665978707024,1.0303665978707024,1.0303665978707024,1.0303665978707024
2025-07-29 00:00:00+00:00,1.0280737863762026,1.0280737863762026,1.0280737863762026,1.0280737863762026
2025-07-29 01:00:00+00:00,1.0316614423485049,1.0316614423485049,1.0316614423485049,1.0316614423485049
2025-07-29 02:00:00+00:00,1.024785459041932,1.024785459041932,1.024785459041932,1.024785459041932
2025-07-29 03:00:00+00:00,1.013028949285214,1.013028949285214,1.013028949285214,1.013028949285214
2025-07-29 04:00:00+00:00,1.0305489464789443,1.0305489464789443,1.0305489464789443,1.0305489464789443
2025-07-29 05:00:00+00:00,1.0308353291441974,1.0308353291441974,1.0308353291441974,1.0308353291441974
2025-07-29 06:00:00+00:00,1.0408348821797577,1.0408348821797577,1.0408348821797577,1.0408348821797577
2025-07-29 07:00:00+00:00,1.0534723173283944,1.0534723173283944,1.0534723173283944,1.0534723173283944
2025-07-29 08:00:00+00:00,1.076936346594181,1.076936346594181,1.076936346594181,1.076936346594181
2025-07-29 09:00:00+00:00,1.061767908483895,1.061767908483895,1.061767908483895,1.061767908483895
2025-07-29 10:00:00+00:00,1.0549138754221914,1.0549138754221914,1.0549138754221914,1.0549138754221914
2025-07-29 11:00:00+00:00,1.0252300364158051,1.0252300364158051,1.0252300364158051,1.0252300364158051
2025-07-29 12:00:00+00:00,1.0310827647639986,1.0310827647639986,1.0310827647639986,1.0310827647639986
2025-07-29 13:00:00+00:00,1.0415298671660336,1.0415298671660336,1.0415298671660336,1.0415298671660336
2025-07-29 14:00:00+00:00,1.0159702029295423,1.0159702029295423,1.0159702029295423,1.0159702029295423
2025-07-29 15:00:00+00:00,0.9943981754375297,0.9943981754375297,0.9943981754375297,0.9943981754375297
2025-07-29 16:00:00+00:00,0.9980167989054716,0.9980167989054716,0.9980167989054716,0.9980167989054716
2025-07-29 17:00:00+00:00,0.9889220414627059,0.9889220414627059,0.9889220414627059,0.9889220414627059
2025-07-29 18:00:00+00:00,0.9918192342316008,0.9918192342316008,0.9918192342316008,0.9918192342316008
2025-07-29 19:00:00+00:00,0.9910887721480065,0.9910887721480065,0.9910887721480065,0.9910887721480065
2025-07-29 20:00:00+00:00,0.9809465235402961,0.9809465235402961,0.9809465235402961,0.9809465235402961
2025-07-29 21:00:00+00:00,0.9679307346529168,0.9679307346529168,0.9679307346529168,0.9679307346529168
2025-07-29 22:00:00+00:00,0.9822632251568136,0.9822632251568136,0.9822632251568136,0.9822632251568136
2025-07-29 23:00:00+00:00,0.9842140707198236,0.9842140707198236,0.9842140707198236,0.9842140707198236
2025-07-30 00:00:00+00:00,0.9845008005668856,0.9845008005668856,0.9845008005668856,0.9845008005668856
2025-07-30 01:00:00+00:00,0.9747265895718473,0.9747265895718473,0.9747265895718473,0.9747265895718473
2025-07-30 02:00:00+00:00,0.9848770957501196,0.9848770957501196,0.9848770957501196,0.9848770957501196
2025-07-30 03:00:00+00:00,0.9897976221592647,0.9897976221592647,0.9897976221592647,0.9897976221592647
2025-07-30 04:00:00+00:00,0.9893282409199783,0.9893282409199783,0.9893282409199783,0.9893282409199783
2025-07-30 05:00:00+00:00,0.9785732098885316,0.9785732098885316,0.9785732098885316,0.9785732098885316
2025-07-30 06:00:00+00:00,0.9858361512476056,0.9858361512476056,0.9858361512476056,0.9858361512476056
2025-07-30 07:00:00+00:00,0.9865408501235984,0.9865408501235984,0.9865408501235984,0.9865408501235984
2025-07-30 08:00:00+00:00,0.9777254531624363,0.9777254531624363,0.9777254531624363,0.9777254531624363
2025-07-30 09:00:00+00:00,0.9810314788900608,0.9810314788900608,0.9810314788900608,0.9810314788900608
2025-07-30 10:00:00+00:00,0.9738146687710976,0.9738146687710976,0.9738146687710976,0.9738146687710976
2025-07-30 11:00:00+00:00,0.9641137898530614,0.9641137898530614,0.9641137898530614,0.9641137898530614
2025-07-30 12:00:00+00:00,0.9366063064073641,0.9366063064073641,0.9366063064073641,0.9366063064073641
2025-07-30 13:00:00+00:00,0.9385902236779292,0.9385902236779292,0.9385902236779292,0.9385902236779292
2025-07-30 14:00:00+00:00,0.9413721385342725,0.9413721385342725,0.9413721385342725,0.9413721385342725
2025-07-30 15:00:00+00:00,0.9619029355939358,0.9619029355939358,0.9619029355939358,0.9619029355939358
2025-07-30 16:00:00+00:00,0.9631340081127678,0.9631340081127678,0.9631340081127678,0.9631340081127678
2025-07-30 17:00:00+00:00,0.9747163726730399,0.9747163726730399,0.9747163726730399,0.9747163726730399
2025-07-30 18:00:00+00:00,0.9783641838458563,0.9783641838458563,0.9783641838458563,0.9783641838458563
2025-07-30 19:00:00+00:00,0.9478489157651961,0.9478489157651961,0.9478489157651961,0.9478489157651961
2025-07-30 20:00:00+00:00,0.9701689217449881,0.9701689217449881,0.9701689217449881,0.9701689217449881
2025-07-30 21:00:00+00:00,0.9668454558245329,0.9668454558245329,0.9668454558245329,0.9668454558245329
2025-07-30 22:00:00+00:00,0.9560013724350613,0.9560013724350613,0.9560013724350613,0.9560013724350613
2025-07-30 23:00:00+00:00,0.9516650657868416,0.9516650657868416,0.9516650657868416,0.9516650657868416
2025-07-31 00:00:00+00:00,0.9658440631709317,0.9658440631709317,0.9658440631709317,0.9658440631709317
2025-07-31 01:00:00+00:00,0.9768755211523129,0.9768755211523129,0.9768755211523129,0.9768755211523129
2025-07-31 02:00:00+00:00,0.9788796726152664,0.9788796726152664,0.9788796726152664,0.9788796726152664
2025-07-31 03:00:00+00:00,0.9863107619324117,0.9863107619324117,0.9863107619324117,0.9863107619324117
2025-07-31 04:00:00+00:00,0.9901093503962993,0.9901093503962993,0.9901093503962993,0.9901093503962993
2025-07-31 05:00:00+00:00,0.9925208504534857,0.9925208504534857,0.9925208504534857,0.9925208504534857
2025-07-31 06:00:00+00:00,0.9911274098814028,0.9911274098814028,0.9911274098814028,0.9911274098814028
2025-07-31 07:00:00+00:00,0.9938196272329058,0.9938196272329058,0.9938196272329058,0.9938196272329058
2025-07-31 08:00:00+00:00,0.9957136744619633,0.9957136744619633,0.9957136744619633,0.9957136744619633
2025-07-31 09:00:00+00:00,0.9996946088371346,0.9996946088371346,0.9996946088371346,0.9996946088371346
2025-07-31 10:00:00+00:00,1.007995340950069,1.007995340950069,1.007995340950069,1.007995340950069
2025-07-31 11:00:00+00:00,1.0027030180422483,1.0027030180422483,1.0027030180422483,1.0027030180422483
2025-07-31 12:00:00+00:00,0.9898090675144379,0.9898090675144379,0.9898090675144379,0.9898090675144379
2025-07-31 13:00:00+00:00,0.9780891197590431,0.9780891197590431,0.9780891197590431,0.9780891197590431
2025-07-31 14:00:00+00:00,0.9629924806043577,0.9629924806043577,0.9629924806043577,0.9629924806043577
2025-07-31 15:00:00+00:00,0.9484006016247678,0.9484006016247678,0.9484006016247678,0.9484006016247678
2025-07-31 16:00:00+00:00,0.9573774825156615,0.9573774825156615,0.9573774825156615,0.9573774825156615
2025-07-31 17:00:00+00:00,0.9700486287138962,0.9700486287138962,0.9700486287138962,0.9700486287138962
2025-07-31 18:00:00+00:00,0.9555982879840255,0.9555982879840255,0.9555982879840255,0.9555982879840255
2025-07-31 19:00:00+00:00,0.9574952247624143,0.9574952247624143,0.9574952247624143,0.9574952247624143
2025-07-31 20:00:00+00:00,0.9475608309248246,0.9475608309248246,0.9475608309248246,0.9475608309248246
2025-07-31 21:00:00+00:00,0.9455462548094974,0.9455462548094974,0.9455462548094974,0.9455462548094974
2025-07-31 22:00:00+00:00,0.9371508422903602,0.9371508422903602,0.9371508422903602,0.9371508422903602
2025-07-31 23:00:00+00:00,0.9300383719789242,0.9300383719789242,0.9300383719789242,0.9300383719789242
2025-08-01 00:00:00+00:00,0.9182931841456938,0.9182931841456938,0.9182931841456938,0.9182931841456938
2025-08-01 01:00:00+00:00,0.9009940566187892,0.9009940566187892,0.9009940566187892,0.9009940566187892
2025-08-01 02:00:00+00:00,0.9006586439574732,0.9006586439574732,0.9006586439574732,0.9006586439574732
2025-08-01 03:00:00+00:00,0.9134955278724017,0.9134955278724017,0.9134955278724017,0.9134955278724017
2025-08-01 04:00:00+00:00,0.91190189953138,0.91190189953138,0.91190189953138,0.91190189953138
2025-08-01 05:00:00+00:00,0.9052695308913101,0.9052695308913101,0.9052695308913101,0.9052695308913101
2025-08-01 06:00:00+00:00,0.8991356258631802,0.8991356258631802,0.8991356258631802,0.8991356258631802
2025-08-01 07:00:00+00:00,0.8969432035939943,0.8969432035939943,0.8969432035939943,0.8969432035939943
2025-08-01 08:00:00+00:00,0.8978492161893741,0.8978492161893741,0.8978492161893741,0.8978492161893741
2025-08-01 09:00:00+00:00,0.8947081859012138,0.8947081859012138,0.8947081859012138,0.8947081859012138
2025-08-01 10:00:00+00:00,0.8905771601763194,0.8905771601763194,0.8905771601763194,0.8905771601763194
2025-08-01 11:00:00+00:00,0.8904887242605939,0.8904887242605939,0.8904887242605939,0.8904887242605939
2025-08-01 12:00:00+00:00,0.9002474839434975,0.9002474839434975,0.9002474839434975,0.9002474839434975
2025-08-01 13:00:00+00:00,0.904479864573848,0.904479864573848,0.904479864573848,0.904479864573848
2025-08-01 14:00:00+00:00,0.8851134674012029,0.8851134674012029,0.8851134674012029,0.8851134674012029
2025-08-01 15:00:00+00:00,0.9112309180056729,0.9112309180056729,0.9112309180056729,0.9112309180056729
2025-08-01 16:00:00+00:00,0.909679934058213,0.909679934058213,0.909679934058213,0.909679934058213
2025-08-01 17:00:00+00:00,0.8929824818683625,0.8929824818683625,0.8929824818683625,0.8929824818683625
2025-08-01 18:00:00+00:00,0.8888771190317738,0.8888771190317738,0.8888771190317738,0.8888771190317738
2025-08-01 19:00:00+00:00,0.8982471126023204,0.8982471126023204,0.8982471126023204,0.8982471126023204
2025-08-01 20:00:00+00:00,0.9100519308049032,0.9100519308049032,0.9100519308049032,0.9100519308049032
2025-08-01 21:00:00+00:00,0.902683819143757,0.902683819143757,0.902683819143757,0.902683819143757
2025-08-01 22:00:00+00:00,0.8976299939338415,0.8976299939338415,0.8976299939338415,0.8976299939338415
2025-08-01 23:00:00+00:00,0.865434860288551,0.865434860288551,0.865434860288551,0.865434860288551
2025-08-02 00:00:00+00:00,0.8786685604552987,0.8786685604552987,0.8786685604552987,0.8786685604552987
2025-08-02 01:00:00+00:00,0.8874724726625123,0.8874724726625123,0.8874724726625123,0.8874724726625123
2025-08-02 02:00:00+00:00,0.8849151623831054,0.8849151623831054,0.8849151623831054,0.8849151623831054
